activity,business object,action,executing resource,org:resource,IT_relatedness,deterministic_following_activity,deterministic_preceding_activity,following_activities_standardization,preceding_activities_standardization,failure_rate,number_of_resources,ef_relative,median_execution_time,et_relative,stability
submit draft decision,draft decision,submit,missing,"4634935, 560458, 560519, 560521, 560530, 560532, 560598",0.5707703232765198,False,False,0.0,0.0,1.0,7,0.0013527528520539303,0.03,0.0015451106257024702,867.574556362311
enter date advice on treatment of environmental permit,date advice treatment environmental permit,enter,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0980392156862746,6,0.002525138657167335,0.475,0.008716689593340985,1116.1397005539154
enrich draft decision,draft decision,enrich,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.583942174911499,False,False,0.0,0.0,1.0196078431372548,6,0.0023447716102268095,0.0,7.519899420061223e-06,13.82208264492709
enter senddate draft decision,senddate draft decision,enter,missing,"22445896, 4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.543859649122807,7,0.0019840375163457653,0.035,0.0015537427191121575,682.2054357822127
article applies,article,applies,missing,missing,0.6314882636070251,False,False,0.0,0.0,,1,,,,
create subcases present decision,subcases present decision,create,missing,"560519, 560530",0.573469877243042,False,False,0.0,0.0,1.0,2,9.018352347026198e-05,0.060000000000000005,9.905168183600475e-10,0.00574561403508772
enrich decision,decision,enrich,missing,"560519, 560530",0.583942174911499,False,False,0.0,0.0,1.0,2,9.018352347026198e-05,0.05,8.862518901116216e-10,0.006813725490196078
phase asked additional information,phase additional information,asked,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.02,9,0.0022996798484916856,0.0,0.0005265150015028011,305.7055389317975
phase additional information received,phase additional information,received,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0135135135135136,8,0.0016909410650674118,0.0,1.4075765313537519e-09,0.0012376376376376373
send confirmation receipt additional data,confirmation receipt additional data,send,missing,"20987361, 4634935, 560429, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0135135135135136,8,0.0016909410650674118,0.0,0.004859834495022353,2432.3036452606
mer present in supplement,mer supplement,missing,missing,"20987361, 4634935, 560458, 560519, 560521, 560530, 560532",0.543451189994812,False,False,0.0,0.0,1.0,7,0.0012174775668485362,0.1,0.0003006564181959887,405.4908627488647
enter senddate decision suspension,senddate decision suspension,enter,missing,"20987361, 560458, 560519, 560521, 560532, 560598",1.0,False,False,0.0,0.0,2.1,6,0.0004734634982188756,0.0,0.0007907046567789747,6144.401815223008
phase decision suspended,phase decision,suspended,missing,"560519, 560521, 560598",0.5540521740913391,False,False,0.0,0.0,1.0,3,0.00022545880867565495,0.0,8.966783829364641e-09,0.172
enter date decision suspension,date decision suspension,enter,missing,"560519, 560521, 560598",1.0,False,False,0.0,0.0,1.0,6,0.00022545880867565495,704.265,2.8041583260237076e-05,44.319570286545044
send decision suspension,decision suspension,send,missing,"560519, 560521, 560598",0.686505913734436,False,False,0.0,0.0,1.1,3,0.0002480046895432204,0.0,0.00024708916439414915,4308.758545458343
creating decision suspension art wabo,decision suspension art wabo,creating,missing,missing,0.5693081617355347,False,False,0.0,0.0,,1,,,,
treat subcase suspension art wabo,subcase suspension art wabo,treat,missing,missing,0.5693081617355347,False,False,0.0,0.0,,1,,,,
subcase art wabo completed,subcase art wabo,completed,missing,missing,0.5693081617355347,False,False,0.0,0.0,,1,,,,
refusal after suspension,suspension,refusal,missing,"20987361, 560519, 560521, 560532",0.6590256094932556,False,False,0.0,0.0,1.0,4,0.000180367046940524,5040.035,0.009098887858382646,75542.8220118038
enter enddate of suspension,enddate of suspension,enter,missing,"20987361, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,4,0.000180367046940524,0.12,0.004621994463883265,110823.08053587729
phase procedure resumed,phase procedure,resumed,missing,"20987361, 4634935, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,5,0.00022545880867565495,0.0,2.606623206210652e-10,0.005000000000000002
keep permanently suspended,suspended,keep,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.6864859461784363,False,False,0.0,0.0,1.0,6,0.0007891058303647925,0.07,0.002415472123689319,1474.8695615650133
creating decision permanently suspended,decision permanently suspended,creating,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.5455296635627747,False,False,0.0,0.0,1.0,6,0.0007214681877620961,0.0,4.1705971299370426e-10,0.000564516129032258
decision keep permanently suspended,decision keep,suspended,missing,"4634935, 560519, 560521, 560530",0.6864859461784363,False,False,0.0,0.0,1.0,4,0.00038327997474861346,0.0,6.007093509872757e-05,677.4651546829992
enter date decision permanent suspension,date decision suspension,enter,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,6,0.0007214681877620961,612.64,0.002001833812183623,2343.951524441544
phase permanently suspended,phase,permanently suspended,missing,"4634935, 560519, 560521, 560530, 560532",0.5540521740913391,False,False,0.0,0.0,1.0,5,0.00038327997474861346,0.0,3.127947847452782e-09,0.017564950980392152
copy decision permanent suspension to stakeholders,decision permanent suspension,copy,missing,"560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.0003607340938810479,0.065,5.352231561776455e-06,63.44084891297996
enter senddate decision permanent suspension,senddate decision permanent suspension,enter,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.53125,6,0.0011047481625107091,0.0,0.0007771835287512546,2375.8910237492128
objection to permanent suspension received,objection permanent suspension,received,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.6754818558692932,False,False,0.0,0.0,1.0,6,0.0006763764260269652,11044.555,0.007504030193716897,3544.1980544731477
treat subcase perspective,subcase perspective,treat,missing,"4634935, 560458, 560519, 560521",0.5552980899810791,False,False,0.0,0.0,1.0,4,0.0002705505704107859,0.0,1.876768708471669e-09,0.009595959595959599
perspective from gs or vrom received,perspective,received,missing,"4634935, 560458, 560519, 560521",1.0,False,False,0.0,0.0,1.0625,4,0.00038327997474861346,0.02,0.0011786135640732707,5335.239936453187
hearing about draft,about draft,hearing,missing,"4634935, 560458, 560519, 560521",0.600161612033844,False,False,0.0,0.0,1.0,4,0.0003607340938810479,0.0,7.819869618631956e-10,0.0030638888888888886
perspective regarding draft founded,perspective regarding draft,founded,missing,"4634935, 560458, 560519, 560521",0.6402621269226074,False,False,0.0,0.0,1.0,4,0.00033818821301348246,0.0,1.5118414596021781e-09,0.006574712643678162
updated plan after perspective,plan perspective,updated,missing,"4634935, 560458, 560519, 560521",0.6590256094932556,False,False,0.0,0.0,1.0,4,0.00033818821301348246,0.0,1.4075765313537519e-09,0.0038730158730158736
subcase perspective complete,subcase perspective,complete,missing,"4634935, 560458, 560519, 560521",0.5552980899810791,False,False,0.0,0.0,1.0,4,0.00033818821301348246,0.0,3.127947847452782e-10,0.0011428571428571432
phase perspective submitted,phase perspective,submitted,missing,"4634935, 560458, 560519, 560521",0.5552980899810791,False,False,0.0,0.0,1.1875,4,0.00042837173648374425,0.0,6.255895694905565e-10,0.003075048732943469
create subcases submit draft decision,subcases draft decision,create submit,missing,"4634935, 560530",0.573469877243042,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.31000000000000005,3.2322127757012085e-09,0.1858064516129032
set decision phase draft decision permitted sent,decision phase draft decision permitted,set sent,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
start decisionphase draft decision permitting decided,decisionphase draft decision permitting,start decided,missing,missing,0.6540809273719788,False,False,0.0,0.0,,1,,,,
set decision phase draft decision for inspection,decision phase draft decision inspection,set,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
set decision phase inspection of decision permitting,decision phase inspection decision permitting,set,missing,"22445896, 4634935, 560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,6,0.0008116517112323579,0.0,0.000528744863390786,198.40613402829328
phase draft decision ready,phase draft decision,ready,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.5989518761634827,False,False,0.0,0.0,1.0,6,0.0009018352347026197,0.0,1.563973923726391e-10,0.0007500000000000004
create cover letter draft decision,cover letter draft decision,create,missing,"4634935, 560458, 560519, 560530, 560532",0.573469877243042,False,False,0.0,0.0,1.0,5,0.0008341975920999231,0.0,3.701404952819125e-09,0.0014974833988918505
start decision phase extension granted,decision phase extension,start granted,missing,"4634935, 560458, 560519, 560521",0.6540809273719788,False,False,0.0,0.0,2.0,4,0.0009469269964377518,0.0,0.0020773750560112102,1558.9394089837947
enter senddate updated plan,senddate updated plan,enter,missing,"560458, 560519",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,720.0,7.507074833886677e-06,720.0000000000001
updated plan after review,plan review,updated,missing,"560458, 560519, 560521, 560530",0.6590256094932556,False,False,0.0,0.0,1.0,4,0.00022545880867565495,0.01,0.00034849076918301705,6684.585889728945
term for submitting updated plan,term updated plan,submitting,missing,"560458, 560519",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.09,9.383843542358345e-10,0.09
create letter requesting updated plan,letter updated plan,create requesting,missing,"560458, 560519",0.5971442461013794,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.035,3.649272488694913e-10,0.035
request updated plan,updated plan,request,missing,"560458, 560519",0.5971442461013794,False,False,0.0,0.0,1.0,1,4.509176173513099e-05,0.2,2.0852985649685216e-09,0.20000000000000007
phase updated plan requested,phase updated plan,requested,missing,"560458, 560519",0.5971442461013794,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.165,1.72037131609903e-09,0.165
updated plan received,updated plan received,missing,missing,"560458, 560519",0.5971442461013794,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.065,6.777220336147694e-10,0.065
request updated plan again,updated plan,request,missing,560458,0.6866353154182434,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.05,2.606623206210652e-10,
contacting applicant,applicant,contacting,missing,"560458, 560519, 560530",0.4969266951084137,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.61,0.00040416735461578637,6149.079866771921
partly permit,missing,permit,missing,"560458, 560519, 560530",0.5681877136230469,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.04,1.2198996605065849e-08,0.21304273504273508
create cover letter extend procedure term,cover letter procedure term,create extend,missing,"4634935, 560458, 560519, 560521",1.0,False,False,0.0,0.0,1.0,4,0.0004734634982188756,0.0,3.8056698810675515e-09,0.006337247227658188
treat objection subcase,objection subcase,treat,missing,560458,0.6672031283378601,False,False,0.0,0.0,1.0,1,0.000180367046940524,0.0,0.0006309081234805086,15127.467857219583
request for preliminary injunction received,request for preliminary injunction,received,missing,560458,0.5703593492507935,False,False,0.0,0.0,1.0,1,0.00033818821301348246,0.0,0.008080532773372447,50852.17954740623
objection subcase completed,subcase,objection completed,missing,560458,0.6672031283378601,False,False,0.0,0.0,1.0,1,0.000180367046940524,0.0,0.001276515777207801,30607.491964288634
record date of decision no permit required,date of decision no permit required,record,missing,560521,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,28091.57,0.0001464482765217819,
generating decision no permit required,decision no permit required,generating,missing,560521,0.5936272144317627,False,False,0.0,0.0,2.0,1,4.509176173513099e-05,0.56,5.8388359819118604e-09,0.56
enter senddate letter no permit required,senddate letter no permit required,enter,missing,560521,1.0,False,False,0.0,0.0,3.0,1,6.763764260269648e-05,0.02,3.649272488694913e-10,0.009047619047619046
generate letter no permit required,letter no permit required,generate,missing,560521,0.5681877136230469,False,False,0.0,0.0,2.0,1,4.509176173513099e-05,0.115,1.1990466748568997e-09,0.115
no permit needed or only notification needed,permit notification,needed needed,missing,"4634935, 560458, 560519, 560521, 560530, 560532",1.0,False,False,0.0,0.0,1.010989010989011,6,0.002074221039816026,0.07,0.0007124798422281293,469.57830827042903
create decision no permit required,decision no permit required,create,missing,560521,0.573469877243042,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
phase activity no permit required,phase activity no permit required,missing,missing,560521,0.5681877136230469,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.12,6.255895694905564e-10,
appeal and preliminary injunction in system,appeal preliminary injunction system,missing,missing,"560458, 560532",1.0,False,False,0.0,0.0,1.0,2,0.00013527528520539296,51840.0,0.004549287349335326,78304.63366336633
create monitoring case,monitoring case,create,missing,"22445896, 4634935, 560458, 560519",0.7564176917076111,False,False,0.0,0.0,1.0,4,0.0003607340938810479,0.0,0.0009462042238544665,11343.75
phase appeal lodged,phase appeal lodged,missing,missing,"4634935, 560458, 560532",0.5540521740913391,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.0,0.0,0.0
appeal subcase completed,subcase completed,appeal,missing,560458,0.46806591749191284,False,False,0.0,0.0,1.0,1,0.00013527528520539296,92190.01,0.005765746371474641,63414.05893151674
treat appeal subcase,appeal subcase,treat,missing,560458,0.46066179871559143,False,False,0.0,0.0,1.0,1,0.00013527528520539296,0.0,9.018916293488854e-09,0.2883333333333333
appealed to higher court,missing,appealed,missing,"560458, 560532",0.6754818558692932,False,False,0.0,0.0,1.0,2,0.00013527528520539296,40320.0,0.0011260612250830015,5045.760000000001
appeal system,system,appeal,missing,560458,1.0,False,False,0.0,0.0,1.0,1,4.509176173513099e-05,0.0,0.0,0.0
appeal to higher court subcase completed,missing,appeal,missing,560458,0.6754818558692932,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
treating appeal to higher court subcase,appeal,treating,missing,560458,0.6754818558692932,False,False,0.0,0.0,1.0,1,4.509176173513099e-05,0.0,0.0,0.0
phase appeal to higher court,phase appeal,missing,missing,560458,0.6754818558692932,False,False,0.0,0.0,1.0,1,4.509176173513099e-05,0.0,0.0,0.0
initiative competent authority,initiative competent authority,missing,missing,"560458, 560530, 560532, 560598",0.5927740931510925,False,False,0.0,0.0,1.0,4,0.00011272940433782747,0.0,4.691921771179174e-10,0.010222222222222223
enter date termination request received,date termination request,enter received,missing,"560458, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,4,0.0006538305451593992,0.1,0.0009987265866778648,919.2373456182348
phase procedure prematurely terminated,phase procedure,terminated,missing,"560458, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,4,0.00011272940433782747,0.0,0.0,0.0
create message terminate request,message terminate request,create,missing,"560458, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,4,0.00011272940433782747,0.0,2.606623206210652e-10,0.010000000000000002
phase procedure aborted,phase procedure,aborted,missing,"560429, 560458, 560519, 560521, 560530, 560532, 560598",1.0,False,False,0.0,0.0,1.0,7,0.0011498399242458397,0.0,0.0001809905695284518,354.1029984351586
start decision phase permanently suspended decided,decision phase permanently suspended,start decided,missing,"4634935, 560519, 560521, 560530, 560532",0.6540809273719788,False,False,0.0,0.0,1.0,5,0.0003607340938810479,0.0,7.507074833886677e-06,90.0
start decision phase permanent suspension sent,decision phase permanent suspension,start sent,missing,"4634935, 560458, 560519, 560521, 560530, 560532",0.6540809273719788,False,False,0.0,0.0,1.0,6,0.0003607340938810479,0.0,7.507074833886677e-06,90.0
create cover letter permanent suspension,cover letter permanent suspension,create,missing,"4634935, 560519, 560521, 560530, 560532",0.573469877243042,False,False,0.0,0.0,1.0,5,0.0003607340938810479,0.0,0.0004154892225119623,4026.774736549523
start date suspension competent authority,start date,suspension,competent authority,560519,0.6540809273719788,False,False,0.0,0.0,1.0,1,0.00011272940433782747,0.07,2.6587556703348646e-09,0.03219607843137255
create suspension competent authority,suspension,create,competent authority,560519,0.5927740931510925,False,False,0.0,0.0,1.0,1,0.00011272940433782747,0.13,3.5971400245706993e-09,0.007057971014492753
create continuation letter,continuation letter,create,missing,"560519, 560521, 560530",0.573469877243042,False,False,0.0,0.0,1.0,3,0.00011272940433782747,0.0,0.0,0.0
phase procedure term resumed,phase procedure term,resumed,missing,"560519, 560521, 560530",1.0,False,False,0.0,0.0,1.0,3,0.00011272940433782747,0.0,0.0,0.0
create coordination confirmation,coordination confirmation,create,missing,560521,0.573469877243042,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
create information request,information request,create,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
further information received,further information,received,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
registration receipt further information,receipt further information,registration,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
send acknowledgement further information,acknowledgement further information,send,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
phase further information requested,phase further information,requested,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
phase further information received,phase further information,received,missing,4634935,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
set decision phase suspension sent,decision phase suspension,set sent,missing,"20987361, 560458, 560519, 560532",1.0,False,False,0.0,0.0,1.25,4,0.00022545880867565495,0.0,0.0004195918910411455,4847.422570980515
set decision phase suspension decided,decision phase suspension,set decided,missing,"20987361, 560458, 560519, 560532",1.0,False,False,0.0,0.0,1.25,4,0.00022545880867565495,0.0,0.0,0.0
set decision phase suspension cancelled,decision phase suspension,set cancelled,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
enter enddate suspension art wabo,enddate suspension art wabo,enter,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
objection to permanent suspension accepted,objection permanent suspension,accepted,missing,"4634935, 560458, 560521",0.6754818558692932,False,False,0.0,0.0,1.0,3,0.00011272940433782747,15840.0,0.0008076373332589831,17573.414972664188
objection to permanent suspension in system,permanent suspension system,objection,missing,"4634935, 560458, 560521",1.0,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.0,0.0002503782536882099,16009.106666666667
resume decision term,decision term,resume,missing,"4634935, 560521",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.0,0.0,0.0
send procedure resumption,procedure resumption,send,missing,"4634935, 560521",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.0,0.0,0.0
start phase drop permanent suspension,phase drop permanent suspension,start,missing,"4634935, 560521",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,868.75,9.058015641582014e-06,0.6898076546762602
enter senddate procedure resumption,senddate procedure resumption,enter,missing,"4634935, 560521",1.0,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.36,3.753537416943338e-09,0.36
decision permanent suspension irrevocable,decision permanent suspension,irrevocable,missing,"560458, 560519, 560530, 560532",0.5359474420547485,False,False,0.0,0.0,1.0,4,0.0006087387834242688,0.05,0.0003406888852645079,1985.8476274371421
first or second phase,first or phase,missing,missing,"560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.0005636470216891372,0.05,4.900451627676026e-09,0.00135
start phased application,phased application,start,missing,"560530, 560532",1.0,False,False,0.0,0.0,1.0,2,0.00022545880867565495,0.0,0.0,0.0
creating decision suspension wabo,decision suspension wabo,creating,missing,missing,0.5455296635627747,False,False,0.0,0.0,,1,,,,
received olo documents,olo documents,received,missing,"4634935, 560458, 560519, 560521, 560532",0.8579996824264526,False,False,0.0,0.0,1.7894736842105263,5,0.0007665599494972271,0.0,0.0004171207079767296,1127.670174192572
cancel case,case,cancel,missing,560532,0.5331868529319763,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,511200.0,0.00266501156602977,
create letter requesting missing data,letter missing data,create requesting,missing,"20987361, 4634935, 560519, 560521",1.0,False,False,0.0,0.0,1.0,4,0.001375298732921497,0.0,0.0007657216330564411,873.7512054001927
enter publication date draft decision,publication date draft decision,enter,missing,"22445896, 4634935, 560519, 560521, 560530",1.0,False,False,0.0,0.0,1.0,5,0.000180367046940524,0.0,0.0,0.0
date for inspection mer,date inspection mer,missing,missing,"4634935, 560530, 560532",0.5703593492507935,False,False,0.0,0.0,1.0,3,0.00015782116607295846,0.48,0.005924239749567395,150013.09379193033
term to perspective,term perspective,missing,missing,560530,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
first phase affected,first phase,affected,missing,"560458, 560519, 560532",0.8582234382629395,False,False,0.0,0.0,1.0,3,0.00011272940433782747,0.0,5.565714002365108e-05,2135.185000229484
term or weeks,term or weeks,missing,missing,missing,1.0,False,False,0.0,0.0,,1,,,,
treat subcase permanent suspension,subcase permanent suspension,treat,missing,"560458, 560521",0.46066179871559143,False,False,0.0,0.0,1.0,2,9.018352347026198e-05,0.0,0.0,0.0
subcase permanent suspension completed,subcase permanent suspension,completed,missing,"560458, 560521",0.46806591749191284,False,False,0.0,0.0,1.0,2,9.018352347026198e-05,0.0,0.0,0.0
create subcases content,subcases content,create,missing,"20987361, 22445896, 4634935, 560458, 560519, 560521, 560530",0.573469877243042,False,False,0.0,0.0,1.0,7,0.002502592776299772,0.0,9.75919728405268e-05,168.64864864864856
create monitoring case oversight,monitoring case oversight,create,missing,"22445896, 560458, 560519, 560530, 560532",0.7564176917076111,False,False,0.0,0.0,1.0,5,0.002322225729359249,0.0,0.0002252122450166003,317.7704169046263
register receipt updated plan,receipt updated plan,register,missing,560519,0.5971442461013794,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,15318.53,7.98592715660681e-05,
phase updated plan received,phase updated plan,received,missing,560519,0.5971442461013794,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
partly permit application,application,permit,missing,"560458, 560519, 560530",1.0,False,False,0.0,0.0,1.0,3,9.018352347026198e-05,0.025,1.0426492824842608e-09,0.024999999999999998
enter senddate party permitted,senddate party permitted,enter,missing,"560458, 560519, 560530",1.0,False,False,0.0,0.0,1.0,3,9.018352347026198e-05,0.0,1.7115087971979137e-07,8.2075
objection as main case,as main case,objection,missing,560458,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
more objections,more objections,missing,missing,560458,0.6024184226989746,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,1440.0,7.507074833886677e-06,
relate objections,objections,relate,missing,560458,0.6024184226989746,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
environmental permit decision suspended,environmental permit decision,suspended,missing,560458,0.6472095251083374,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,119580.0,0.0006234000059973394,
mer required,mer,required,missing,"20987361, 560519, 560521, 560530, 560532",0.5550134181976318,False,False,0.0,0.0,1.0,5,0.00040582585561617894,0.0,1.157252078368518e-05,123.32388888888889
phase draft decision sent,phase draft decision,sent,missing,"4634935, 560519, 560532",0.6117990016937256,False,False,0.0,0.0,1.0,3,9.018352347026198e-05,0.0,0.0,0.0
create forwarding copy,forwarding copy,create,missing,560429,1.0000001192092896,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
send send confirmation competent authority,confirmation,send send,missing,"560429, 560458",0.686505913734436,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.01,1.0426492824842607e-10,0.01
phase forwarded to competent authority,phase,forwarded,missing,560429,0.6754818558692932,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
request to competent authority,competent,request,missing,"560429, 560458, 560521",0.6754818558692932,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.05,5.2775361671792825e-05,3374.3900002469545
enter senddate letter to competent authority,senddate letter,enter,missing,"560429, 560458, 560521",1.0,False,False,0.0,0.0,1.0,1,6.763764260269648e-05,0.0,4.561069286227398e-06,291.6333333333333
reception through olo,olo,reception,missing,"560458, 560519, 560530, 560532",0.6560545563697815,False,False,0.0,0.0,1.0,4,0.0033367903683996884,0.05,0.003631161409995846,979.529314613454
regular procedure applies,regular procedure,applies,missing,"560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.146341463414634,4,0.0010596564007755783,0.03,6.077654800064876e-06,12.0332315908309
decided on draft decision environmental permit,draft decision environmental permit,decided,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.2380952380952381,3,0.001172385805113405,0.2,5.06831816215599e-05,177.42667474996477
decision procedure term extension,decision procedure term,extension,missing,"4634935, 560458, 560519, 560521, 560532",1.0,False,False,0.0,0.0,1.0,5,0.0008567434729674885,0.1,0.00013902815863805443,698.1619117594371
enter objectionterm,objectionterm,enter,missing,"560458, 560519",1.0,False,False,0.0,0.0,1.0,2,0.00011272940433782747,0.08,3.5450075604464863e-09,0.03225
objection to extension procedure term receptive,extension procedure term receptive,objection,missing,"560458, 560519",1.0,False,False,0.0,0.0,1.0,2,0.00011272940433782747,0.15,0.00011009693487753765,4223.453005052397
decision extension procedure term irrevocable,decision extension procedure term,irrevocable,missing,"560458, 560519",1.0,False,False,0.0,0.0,1.0,2,0.00011272940433782747,0.03,9.383843542358345e-10,0.0034999999999999996
no permit required for application,permit application,required,missing,"560458, 560519, 560532",1.0,False,False,0.0,0.0,1.0,3,0.0005636470216891372,0.03,4.066332201688618e-09,0.0005376068376068376
register date decision terminate on request,date decision terminate request,register,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.0,4.504244900332006e-05,1439.9999999999998
enter senddate confirmation request,senddate confirmation request,enter,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.0,5.254952383720673e-05,692.5714285714286
create decision terminate on request,decision terminate request,create,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.25,2.2291841659513492e-07,6.360871531025883
decision terminate on request,decision request,terminate,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,0.00013527528520539296,0.125,4.4833919146823206e-09,0.002263565891472867
stop process after terminate on request,process terminate request,stop,missing,"560458, 560530",1.0,False,False,0.0,0.0,1.0,2,6.763764260269648e-05,0.0,0.0,0.0
detailed procedure applies,detailed procedure,applies,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.25,3,0.00011272940433782747,0.03,1.3033116031053258e-09,0.012599999999999997
term perspective on draft decision,term perspective draft decision,missing,missing,"560458, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,0.0002480046895432204,0.1,5.9431009101602865e-09,0.0012854864433811798
decision permanently suspended,decision,suspended,missing,"560458, 560519, 560530, 560532",0.5359474420547485,False,False,0.0,0.0,1.0,4,0.00033818821301348246,0.03,6.44826448752391e-07,3.134964346349745
enter objection term permanent suspension,objection term permanent suspension,enter,missing,560458,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,179.87,9.377066322022199e-07,
stop procedure after permanent suspension,procedure after permanent suspension,stop,missing,"560458, 560519, 560530, 560532",1.0,False,False,0.0,0.0,1.0,4,0.00022545880867565495,0.09,6.8814852643961196e-09,0.016646464646464652
treat subcases reassessment plan,subcases reassessment plan,treat,missing,560458,0.6459313631057739,False,False,0.0,0.0,1.0,1,0.00011272940433782747,0.02,4.1705971299370426e-10,0.001
subcases reassessment plan completed,subcases reassessment plan,completed,missing,560458,0.6459313631057739,False,False,0.0,0.0,1.0,1,0.00011272940433782747,0.02,4.691921771179174e-10,0.0013333333333333333
ground for refusal after reassessment plan,ground reassessment plan,refusal,missing,560458,0.6590256094932556,False,False,0.0,0.0,1.0,1,0.00011272940433782747,0.05,1.981033636720095e-09,0.026000000000000013
enter senddate request termination,senddate request termination,enter,missing,"560458, 560532",1.0,False,False,0.0,0.0,1.0,2,0.00040582585561617894,0.0,1.5639739237263912e-09,0.0016470588235294114
message terminate request,message request,terminate,missing,"560458, 560532",1.0,False,False,0.0,0.0,1.0,2,0.00040582585561617894,0.025,2.4220742832109376e-07,2.356284441743406
